Document Title,Year,Abstract,PDF Link,label
I18N,DM_CONVERT_CASE,org/apache/cassandra/cache/CachingOptions.java,isLegacy,yes
I18N,DM_CONVERT_CASE,org/apache/cassandra/cache/CachingOptions.java,validateCacheConfig,yes
I18N,DM_CONVERT_CASE,org/apache/cassandra/cache/CachingOptions.java,fromString,yes
STYLE,EQ_DOESNT_OVERRIDE_EQUALS,org/apache/cassandra/io/util/Memory.java,equals,yes
STYLE,BC_UNCONFIRMED_CAST,org/apache/cassandra/cache/SerializingCacheProvider.java,serialize,yes
STYLE,BC_UNCONFIRMED_CAST,org/apache/cassandra/cache/SerializingCacheProvider.java,serializedSize,yes
STYLE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,org/apache/cassandra/client/RingCache.java,getEndpoint,yes
I18N,DM_DEFAULT_ENCODING,org/apache/cassandra/client/TestRingCache.java,main,yes
I18N,DM_DEFAULT_ENCODING,org/apache/cassandra/client/TestRingCache.java,main,yes
CORRECTNESS,UR_UNINIT_READ,org/apache/cassandra/client/TestRingCache.java,<init>,yes
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,org/apache/cassandra/concurrent/AbstractTracingAwareExecutorService.java,get,yes
STYLE,BC_UNCONFIRMED_CAST,org/apache/cassandra/concurrent/DebuggableThreadPoolExecutor.java,rejectedExecution,yes
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,org/apache/cassandra/concurrent/DebuggableThreadPoolExecutorTest.java,,yes
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_NEEDS_THIS,org/apache/cassandra/concurrent/JMXEnabledSharedExecutorPool.java,,yes
STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,org/apache/cassandra/concurrent/LongOpOrderTest.java,check,yes
BAD_PRACTICE,EQ_COMPARETO_USE_OBJECT_EQUALS,org/apache/cassandra/concurrent/LongSharedExecutorPoolTest.java,compareTo,yes
BAD_PRACTICE,EQ_COMPARETO_USE_OBJECT_EQUALS,org/apache/cassandra/concurrent/LongSharedExecutorPoolTest.java,compareTo,yes
BAD_PRACTICE,NM_CONFUSING,org/apache/cassandra/concurrent/SEPExecutor.java,isShutdown,yes
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,org/apache/cassandra/concurrent/SEPExecutor.java,awaitTermination,yes
BAD_PRACTICE,SE_BAD_FIELD,org/apache/cassandra/concurrent/SharedExecutorPool.java,,yes
BAD_PRACTICE,SE_NO_SERIALVERSIONID,org/apache/cassandra/concurrent/SEPWorker.java,,yes
I18N,DM_CONVERT_CASE,org/apache/cassandra/concurrent/Stage.java,getJmxName,yes
PERFORMANCE,SBSC_USE_STRINGBUFFER_CONCATENATION,org/apache/cassandra/concurrent/Stage.java,getJmxName,yes
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,org/apache/cassandra/concurrent/WaitQueueTest.java,,yes
STYLE,DLS_DEAD_LOCAL_STORE,org/apache/cassandra/concurrent/WaitQueueTest.java,run,yes
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,org/apache/cassandra/concurrent/WaitQueueTest.java,,yes
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,org/apache/cassandra/concurrent/WaitQueueTest.java,,yes
STYLE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,org/apache/cassandra/config/CFMetaData.java,validateCompactionOptions,yes
I18N,DM_DEFAULT_ENCODING,org/apache/cassandra/config/CFMetaData.java,generateLegacyCfId,yes
STYLE,REC_CATCH_EXCEPTION,org/apache/cassandra/config/CFMetaData.java,validateCompactionOptions,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/config/CFMetaData.java,calculateIsDense,yes
I18N,DM_CONVERT_CASE,org/apache/cassandra/config/CFMetaData.java,fromString,yes
I18N,DM_CONVERT_CASE,org/apache/cassandra/config/ColumnDefinition.java,deserialize,yes
I18N,DM_CONVERT_CASE,org/apache/cassandra/config/ColumnDefinition.java,serialize,yes
BAD_PRACTICE,DM_EXIT,org/apache/cassandra/config/DatabaseDescriptor.java,<clinit>,yes
BAD_PRACTICE,DM_EXIT,org/apache/cassandra/config/DatabaseDescriptor.java,applyConfig,yes
BAD_PRACTICE,DM_EXIT,org/apache/cassandra/config/DatabaseDescriptor.java,createAllDirectories,yes
BAD_PRACTICE,DM_EXIT,org/apache/cassandra/config/DatabaseDescriptor.java,getMemtableAllocatorPool,yes
MT_CORRECTNESS,LI_LAZY_INIT_STATIC,org/apache/cassandra/config/DatabaseDescriptor.java,applyConfig,yes
STYLE,NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE,org/apache/cassandra/config/DatabaseDescriptor.java,hasExistingNoSystemTables,yes
STYLE,REC_CATCH_EXCEPTION,org/apache/cassandra/config/DatabaseDescriptor.java,applyConfig,yes
BAD_PRACTICE,DE_MIGHT_IGNORE,org/apache/cassandra/config/DefsTest.java,testUpdateColumnFamilyNoIndexes,yes
BAD_PRACTICE,HE_EQUALS_USE_HASHCODE,org/apache/cassandra/config/UTMetaData.java,equals,yes
STYLE,REC_CATCH_EXCEPTION,org/apache/cassandra/config/YamlConfigurationLoader.java,getStorageConfigURL,yes
MALICIOUS_CODE,MS_SHOULD_BE_FINAL,org/apache/cassandra/cql3/BatchQueryOptions.java,,yes
STYLE,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,org/apache/cassandra/cql3/BatchQueryOptions.java,,yes
I18N,DM_CONVERT_CASE,org/apache/cassandra/cql3/CQL3Type.java,toString,yes
CORRECTNESS,RV_RETURN_VALUE_IGNORED,org/apache/cassandra/cql3/CQLTester.java,run,yes
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,org/apache/cassandra/cql3/CQLTester.java,,yes
CORRECTNESS,RV_RETURN_VALUE_IGNORED,org/apache/cassandra/cql3/CQLTester.java,run,yes
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,org/apache/cassandra/cql3/CQLTester.java,,yes
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,org/apache/cassandra/cql3/ColumnCondition.java,,yes
BAD_PRACTICE,HE_HASHCODE_USE_OBJECT_EQUALS,org/apache/cassandra/cql3/ColumnCondition.java,hashCode,yes
BAD_PRACTICE,HE_HASHCODE_USE_OBJECT_EQUALS,org/apache/cassandra/cql3/ColumnCondition.java,hashCode,yes
BAD_PRACTICE,HE_HASHCODE_USE_OBJECT_EQUALS,org/apache/cassandra/cql3/ColumnCondition.java,hashCode,yes
BAD_PRACTICE,HE_HASHCODE_USE_OBJECT_EQUALS,org/apache/cassandra/cql3/ColumnCondition.java,hashCode,yes
BAD_PRACTICE,HE_HASHCODE_USE_OBJECT_EQUALS,org/apache/cassandra/cql3/ColumnCondition.java,hashCode,yes
BAD_PRACTICE,HE_HASHCODE_USE_OBJECT_EQUALS,org/apache/cassandra/cql3/ColumnCondition.java,hashCode,yes
BAD_PRACTICE,DE_MIGHT_IGNORE,org/apache/cassandra/cql3/ColumnConditionTest.java,assertThrowsIRE,yes
STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,org/apache/cassandra/cql3/ColumnConditionTest.java,listAppliesTo,yes
STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,org/apache/cassandra/cql3/ColumnConditionTest.java,setAppliesTo,yes
CORRECTNESS,RCN_REDUNDANT_NULLCHECK_WOULD_HAVE_BEEN_A_NPE,org/apache/cassandra/cql3/ColumnConditionTest.java,listAppliesTo,yes
CORRECTNESS,RCN_REDUNDANT_NULLCHECK_WOULD_HAVE_BEEN_A_NPE,org/apache/cassandra/cql3/ColumnConditionTest.java,mapAppliesTo,yes
CORRECTNESS,RCN_REDUNDANT_NULLCHECK_WOULD_HAVE_BEEN_A_NPE,org/apache/cassandra/cql3/ColumnConditionTest.java,setAppliesTo,yes
CORRECTNESS,UMAC_UNCALLABLE_METHOD_OF_ANONYMOUS_CLASS,org/apache/cassandra/cql3/Constants.java,getPreferedTypeFor,yes
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/cassandra/cql3/CorruptionTest.java,get,yes
I18N,DM_DEFAULT_ENCODING,org/apache/cassandra/cql3/CorruptionTest.java,dumpKeys,yes
I18N,DM_DEFAULT_ENCODING,org/apache/cassandra/cql3/CorruptionTest.java,dumpKeys,yes
I18N,DM_DEFAULT_ENCODING,org/apache/cassandra/cql3/CorruptionTest.java,run,yes
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,org/apache/cassandra/cql3/CorruptionTest.java,,yes
PERFORMANCE,UPM_UNCALLED_PRIVATE_METHOD,org/apache/cassandra/cql3/CorruptionTest.java,dumpKeys,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlLexer.java,mBOOLEAN,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlLexer.java,mCOMMENT,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlLexer.java,mFLOAT,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlLexer.java,mINTEGER,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlLexer.java,mK_COLUMNFAMILY,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlLexer.java,mK_KEYSPACE,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlLexer.java,mTokens,yes
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,org/apache/cassandra/cql3/CqlLexer.java,,yes
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,org/apache/cassandra/cql3/CqlLexer.java,,yes
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,org/apache/cassandra/cql3/CqlLexer.java,,yes
I18N,DM_CONVERT_CASE,org/apache/cassandra/cql3/CqlParser.java,createFunctionStatement,yes
I18N,DM_CONVERT_CASE,org/apache/cassandra/cql3/CqlParser.java,permission,yes
MALICIOUS_CODE,EI_EXPOSE_REP,org/apache/cassandra/cql3/CqlParser.java,getTokenNames,yes
MALICIOUS_CODE,MS_MUTABLE_COLLECTION_PKGPROTECT,org/apache/cassandra/cql3/CqlParser.java,,yes
MALICIOUS_CODE,MS_PKGPROTECT,org/apache/cassandra/cql3/CqlParser.java,,yes
CORRECTNESS,NP_NULL_ON_SOME_PATH,org/apache/cassandra/cql3/CqlParser.java,createFunctionStatement,yes
CORRECTNESS,NP_NULL_ON_SOME_PATH,org/apache/cassandra/cql3/CqlParser.java,normalColumnOperation,yes
CORRECTNESS,NP_NULL_ON_SOME_PATH,org/apache/cassandra/cql3/CqlParser.java,normalColumnOperation,yes
CORRECTNESS,NP_NULL_ON_SOME_PATH,org/apache/cassandra/cql3/CqlParser.java,permission,yes
CORRECTNESS,NP_NULL_PARAM_DEREF,org/apache/cassandra/cql3/CqlParser.java,cident,yes
CORRECTNESS,NP_NULL_PARAM_DEREF,org/apache/cassandra/cql3/CqlParser.java,cident,yes
CORRECTNESS,NP_NULL_PARAM_DEREF,org/apache/cassandra/cql3/CqlParser.java,non_type_ident,yes
CORRECTNESS,NP_NULL_PARAM_DEREF,org/apache/cassandra/cql3/CqlParser.java,non_type_ident,yes
CORRECTNESS,NP_NULL_PARAM_DEREF,org/apache/cassandra/cql3/CqlParser.java,non_type_ident,yes
CORRECTNESS,NP_NULL_PARAM_DEREF,org/apache/cassandra/cql3/CqlParser.java,userOption,yes
STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,org/apache/cassandra/cql3/CqlParser.java,username,yes
STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,org/apache/cassandra/cql3/CqlParser.java,username,yes
STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,org/apache/cassandra/cql3/CqlParser.java,username,yes
STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,org/apache/cassandra/cql3/CqlParser.java,username,yes
STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,org/apache/cassandra/cql3/CqlParser.java,username,yes
STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,org/apache/cassandra/cql3/CqlParser.java,username,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,allowedFunctionName,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,alterTableStatement,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,alterUserStatement,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,batchStatement,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,batchStatementObjective,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,cfOrKsName,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,cfamColumns,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,cfamDefinition,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,cfamOrdering,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,cident,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,collectionLiteral,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,collection_type,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,columnCondition,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,columnFamilyName,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,columnOperationDifferentiator,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,comparatorType,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,constant,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,cqlStatement,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,createFunctionStatement,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,createIndexStatement,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,createKeyspaceStatement,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,createTableStatement,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,createTriggerStatement,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,createTypeStatement,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,createUserStatement,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,dataResource,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,deleteOp,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,deleteStatement,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,dropFunctionStatement,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,dropIndexStatement,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,dropKeyspaceStatement,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,dropTableStatement,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,dropTriggerStatement,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,dropTypeStatement,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,dropUserStatement,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,functionName,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,idxOrKsName,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,inMarker,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,inMarkerForTuple,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,indexIdent,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,indexName,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,insertStatement,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,intValue,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,listPermissionsStatement,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,markerForTuple,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,native_type,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,non_type_ident,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,normalColumnOperation,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,orderByClause,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,permissionOrAll,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,property,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,propertyValue,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,relation,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,relationType,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,selectClause,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,selectCountClause,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,selectStatement,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,selector,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,term,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,unaliasedSelector,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,unreserved_function_keyword,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,unreserved_keyword,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,updateStatement,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,userTypeName,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,usingClauseObjective,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/CqlParser.java,value,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/Cql_Lexer.java,mBOOLEAN,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/Cql_Lexer.java,mCOMMENT,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/Cql_Lexer.java,mDURATION,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/Cql_Lexer.java,mDURATION_UNIT,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/Cql_Lexer.java,mFLOAT,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/Cql_Lexer.java,mINTEGER,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/Cql_Lexer.java,mK_COLUMNFAMILY,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/Cql_Lexer.java,mK_KEYSPACE,yes
STYLE,SF_SWITCH_NO_DEFAULT,org/apache/cassandra/cql3/Cql_Lexer.java,mTokens,yes
STYLE,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,org/apache/cassandra/cql3/Cql_Lexer.java,,yes
STYLE,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,org/apache/cassandra/cql3/Cql_Lexer.java,,yes
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,org/apache/cassandra/cql3/Cql_Lexer.java,,yes
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,org/apache/cassandra/cql3/Cql_Lexer.java,,yes
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,org/apache/cassandra/cql3/Cql_Lexer.java,,yes
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,org/apache/cassandra/cql3/Cql_Lexer.java,,yes
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,org/apache/cassandra/cql3/Cql_Lexer.java,,yes
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,org/apache/cassandra/cql3/Cql_Lexer.java,,yes
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,org/apache/cassandra/cql3/Cql_Lexer.java,,yes
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,org/apache/cassandra/cql3/Cql_Lexer.java,,yes
I18N,DM_CONVERT_CASE,org/apache/cassandra/cql3/Cql_Parser.java,allowedFunctionName,yes
I18N,DM_CONVERT_CASE,org/apache/cassandra/cql3/Cql_Parser.java,createFunctionStatement,yes
I18N,DM_CONVERT_CASE,org/apache/cassandra/cql3/Cql_Parser.java,permission,yes
MALICIOUS_CODE,MS_MUTABLE_COLLECTION_PKGPROTECT,org/apache/cassandra/cql3/Cql_Parser.java,,yes
STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,org/apache/cassandra/cql3/Cql_Parser.java,allowedFunctionName,yes
STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,org/apache/cassandra/cql3/Cql_Parser.java,alterKeyspaceStatement,yes
STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,org/apache/cassandra/cql3/Cql_Parser.java,alterMaterializedViewStatement,yes
STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,org/apache/cassandra/cql3/Cql_Parser.java,alterRoleStatement,yes
STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,org/apache/cassandra/cql3/Cql_Parser.java,alterTableStatement,yes
STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,org/apache/cassandra/cql3/Cql_Parser.java,alterTypeStatement,yes
STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,org/apache/cassandra/cql3/Cql_Parser.java,alterUserStatement,yes
STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,org/apache/cassandra/cql3/Cql_Parser.java,basic_unreserved_keyword,yes
STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,org/apache/cassandra/cql3/Cql_Parser.java,batchStatement,yes
STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,org/apache/cassandra/cql3/Cql_Parser.java,batchStatementObjective,yes
STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,org/apache/cassandra/cql3/Cql_Parser.java,cident,yes
STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,org/apache/cassandra/cql3/Cql_Parser.java,collectionLiteral,yes
STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,org/apache/cassandra/cql3/Cql_Parser.java,collection_type,yes
STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,org/apache/cassandra/cql3/Cql_Parser.java,comparatorType,yes
STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,org/apache/cassandra/cql3/Cql_Parser.java,constant,yes
STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,org/apache/cassandra/cql3/Cql_Parser.java,containsOperator,yes
STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,org/apache/cassandra/cql3/Cql_Parser.java,cqlStatement,yes
STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,org/apache/cassandra/cql3/Cql_Parser.java,createAggregateStatement,yes
STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,org/apache/cassandra/cql3/Cql_Parser.java,createFunctionStatement,yes
STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,org/apache/cassandra/cql3/Cql_Parser.java,createIndexStatement,yes
